Experiment	Beetle	Trial	Heading
LPexper.20181127.LowMWay.Thornwood	10	1	085
LPexper.20181127.LowMWay.Thornwood	10	2	055
LPexper.20181127.LowMWay.Thornwood	10	3	050
LPexper.20181127.LowMWay.Thornwood	10	4	040
LPexper.20181127.LowMWay.Thornwood	10	5	060
LPexper.20181127.LowMWay.Thornwood	10	6	020
LPexper.20181127.LowMWay.Thornwood	10	7	070
LPexper.20181127.LowMWay.Thornwood	10	8	100
LPexper.20181127.LowMWay.Thornwood	10	9	150
LPexper.20181127.LowMWay.Thornwood	10	10	140
LPexper.20181128.LowMWay.Wits	1	1	215
LPexper.20181128.LowMWay.Wits	1	2	210
LPexper.20181128.LowMWay.Wits	1	3	190
LPexper.20181128.LowMWay.Wits	1	4	160
LPexper.20181128.LowMWay.Wits	1	5	145
LPexper.20181128.LowMWay.Wits	1	6	145
LPexper.20181128.LowMWay.Wits	1	7	155
LPexper.20181128.LowMWay.Wits	1	8	155
LPexper.20181128.LowMWay.Wits	1	9	145
LPexper.20181128.LowMWay.Wits	1	10	165
LPexper.20181128.LowMWay.Wits	2	1	210
LPexper.20181128.LowMWay.Wits	2	2	205
LPexper.20181128.LowMWay.Wits	2	3	195
LPexper.20181128.LowMWay.Wits	2	4	225
LPexper.20181128.LowMWay.Wits	2	5	210
LPexper.20181128.LowMWay.Wits	2	6	190
LPexper.20181128.LowMWay.Wits	2	7	250
LPexper.20181128.LowMWay.Wits	2	8	260
LPexper.20181128.LowMWay.Wits	2	9	250
LPexper.20181128.LowMWay.Wits	2	10	250
LPexper.20181128.LowMWay.Wits	3	1	320
LPexper.20181128.LowMWay.Wits	3	2	330
LPexper.20181128.LowMWay.Wits	3	3	345
LPexper.20181128.LowMWay.Wits	3	4	340
LPexper.20181128.LowMWay.Wits	3	5	000
LPexper.20181128.LowMWay.Wits	3	6	320
LPexper.20181128.LowMWay.Wits	3	7	330
LPexper.20181128.LowMWay.Wits	3	8	320
LPexper.20181128.LowMWay.Wits	3	9	310
LPexper.20181128.LowMWay.Wits	3	10	330
LPexper.20181128.LowMWay.Wits	4	1	260
LPexper.20181128.LowMWay.Wits	4	2	270
LPexper.20181128.LowMWay.Wits	4	3	260
LPexper.20181128.LowMWay.Wits	4	4	270
LPexper.20181128.LowMWay.Wits	4	5	225
LPexper.20181128.LowMWay.Wits	4	6	190
LPexper.20181128.LowMWay.Wits	4	7	200
LPexper.20181128.LowMWay.Wits	4	8	200
LPexper.20181128.LowMWay.Wits	4	9	190
LPexper.20181128.LowMWay.Wits	4	10	NA
LPexper.20181128.LowMWay.Wits	5	1	280
LPexper.20181128.LowMWay.Wits	5	2	275
LPexper.20181128.LowMWay.Wits	5	3	275
LPexper.20181128.LowMWay.Wits	5	4	280
LPexper.20181128.LowMWay.Wits	5	5	290
LPexper.20181128.LowMWay.Wits	5	6	300
LPexper.20181128.LowMWay.Wits	5	7	330
LPexper.20181128.LowMWay.Wits	5	8	305
LPexper.20181128.LowMWay.Wits	5	9	330
LPexper.20181128.LowMWay.Wits	5	10	NA
LPexper.20181128.LowMWay.Wits	6	1	040
LPexper.20181128.LowMWay.Wits	6	2	040
LPexper.20181128.LowMWay.Wits	6	3	040
LPexper.20181128.LowMWay.Wits	6	4	030
LPexper.20181128.LowMWay.Wits	6	5	265
LPexper.20181128.LowMWay.Wits	6	6	260
LPexper.20181128.LowMWay.Wits	6	7	270
LPexper.20181128.LowMWay.Wits	6	8	025
LPexper.20181128.LowMWay.Wits	6	9	280
LPexper.20181128.LowMWay.Wits	6	10	000
LPexper.20181128.LowMWay.Wits	7	1	150
LPexper.20181128.LowMWay.Wits	7	2	140
LPexper.20181128.LowMWay.Wits	7	3	160
LPexper.20181128.LowMWay.Wits	7	4	165
LPexper.20181128.LowMWay.Wits	7	5	155
LPexper.20181128.LowMWay.Wits	7	6	155
LPexper.20181128.LowMWay.Wits	7	7	150
LPexper.20181128.LowMWay.Wits	7	8	155
LPexper.20181128.LowMWay.Wits	7	9	155
LPexper.20181128.LowMWay.Wits	7	10	180
LPexper.20181128.LowMWay.Wits	8	1	180
LPexper.20181128.LowMWay.Wits	8	2	160
LPexper.20181128.LowMWay.Wits	8	3	150
LPexper.20181128.LowMWay.Wits	8	4	155
LPexper.20181128.LowMWay.Wits	8	5	150
LPexper.20181128.LowMWay.Wits	8	6	110
LPexper.20181128.LowMWay.Wits	8	7	120
LPexper.20181128.LowMWay.Wits	8	8	140
LPexper.20181128.LowMWay.Wits	8	9	140
LPexper.20181128.LowMWay.Wits	8	10	145
LPexper.20181128.LowMWay.Wits	9	1	120
LPexper.20181128.LowMWay.Wits	9	2	130
LPexper.20181128.LowMWay.Wits	9	3	140
LPexper.20181128.LowMWay.Wits	9	4	145
LPexper.20181128.LowMWay.Wits	9	5	130
LPexper.20181128.LowMWay.Wits	9	6	120
LPexper.20181128.LowMWay.Wits	9	7	140
LPexper.20181128.LowMWay.Wits	9	8	160
LPexper.20181128.LowMWay.Wits	9	9	150
LPexper.20181128.LowMWay.Wits	9	10	180
LPexper.20181128.LowMWay.Wits	10	1	225
LPexper.20181128.LowMWay.Wits	10	2	240
LPexper.20181128.LowMWay.Wits	10	3	270
LPexper.20181128.LowMWay.Wits	10	4	265
LPexper.20181128.LowMWay.Wits	10	5	275
LPexper.20181128.LowMWay.Wits	10	6	250
LPexper.20181128.LowMWay.Wits	10	7	280
LPexper.20181128.LowMWay.Wits	10	8	260
LPexper.20181128.LowMWay.Wits	10	9	260
LPexper.20181128.LowMWay.Wits	10	10	240
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	1	040
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	2	045
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	3	085
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	4	045
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	5	075
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	6	105
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	7	115
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	8	100
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	9	110
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	1	10	030
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	1	215
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	2	240
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	3	225
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	4	330
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	5	325
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	6	325
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	7	305
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	8	270
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	9	255
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	2	10	330
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	1	140
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	2	115
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	3	125
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	4	110
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	5	195
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	6	175
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	7	190
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	8	200
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	9	270
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	3	10	210
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	1	205
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	2	220
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	3	215
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	4	220
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	5	220
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	6	215
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	7	235
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	8	225
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	9	220
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	4	10	205
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	1	225
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	2	205
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	3	190
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	4	180
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	5	160
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	6	195
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	7	200
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	8	140
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	9	150
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	5	10	155
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	1	055
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	2	050
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	3	065
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	4	075
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	5	110
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	6	125
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	7	145
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	8	135
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	9	130
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	6	10	130
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	1	240
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	2	285
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	3	335
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	4	345
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	5	000
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	6	355
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	7	020
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	8	035
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	9	010
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	7	10	010
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	1	040
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	2	050
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	3	050
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	4	055
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	5	090
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	6	080
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	7	120
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	8	125
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	9	120
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	8	10	135
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	1	325
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	2	345
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	3	325
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	4	335
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	5	345
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	6	025
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	7	050
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	8	040
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	9	060
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	9	10	045
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	1	115
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	2	085
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	3	115
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	4	135
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	5	125
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	6	130
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	7	150
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	8	145
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	9	215
LPexper.20181128.LowMWayPartlyCloudy.Thornwood	10	10	180
LPexper.20171121.LPexper.OvercastThornwood	1	1	315
LPexper.20171121.LPexper.OvercastThornwood	1	2	225
LPexper.20171121.LPexper.OvercastThornwood	1	3	210
LPexper.20171121.LPexper.OvercastThornwood	1	4	130
LPexper.20171121.LPexper.OvercastThornwood	1	5	110
LPexper.20171121.LPexper.OvercastThornwood	1	6	055
LPexper.20171121.LPexper.OvercastThornwood	1	7	220
LPexper.20171121.LPexper.OvercastThornwood	1	8	205
LPexper.20171121.LPexper.OvercastThornwood	1	9	195
LPexper.20171121.LPexper.OvercastThornwood	1	10	145
LPexper.20171121.LPexper.OvercastThornwood	2	1	065
LPexper.20171121.LPexper.OvercastThornwood	2	2	200
LPexper.20171121.LPexper.OvercastThornwood	2	3	135
LPexper.20171121.LPexper.OvercastThornwood	2	4	225
LPexper.20171121.LPexper.OvercastThornwood	2	5	225
LPexper.20171121.LPexper.OvercastThornwood	2	6	320
LPexper.20171121.LPexper.OvercastThornwood	2	7	235
LPexper.20171121.LPexper.OvercastThornwood	2	8	205
LPexper.20171121.LPexper.OvercastThornwood	2	9	215
LPexper.20171121.LPexper.OvercastThornwood	2	10	240
LPexper.20171121.LPexper.OvercastThornwood	3	1	135
LPexper.20171121.LPexper.OvercastThornwood	3	2	135
LPexper.20171121.LPexper.OvercastThornwood	3	3	135
LPexper.20171121.LPexper.OvercastThornwood	3	4	045
LPexper.20171121.LPexper.OvercastThornwood	3	5	130
LPexper.20171121.LPexper.OvercastThornwood	3	6	140
LPexper.20171121.LPexper.OvercastThornwood	3	7	035
LPexper.20171121.LPexper.OvercastThornwood	3	8	030
LPexper.20171121.LPexper.OvercastThornwood	3	9	115
LPexper.20171121.LPexper.OvercastThornwood	3	10	110
LPexper.20171121.LPexper.OvercastThornwood	4	1	330
LPexper.20171121.LPexper.OvercastThornwood	4	2	025
LPexper.20171121.LPexper.OvercastThornwood	4	3	235
LPexper.20171121.LPexper.OvercastThornwood	4	4	350
LPexper.20171121.LPexper.OvercastThornwood	4	5	310
LPexper.20171121.LPexper.OvercastThornwood	4	6	030
LPexper.20171121.LPexper.OvercastThornwood	4	7	350
LPexper.20171121.LPexper.OvercastThornwood	4	8	050
LPexper.20171121.LPexper.OvercastThornwood	4	9	035
LPexper.20171121.LPexper.OvercastThornwood	4	10	130
LPexper.20171121.LPexper.OvercastThornwood	5	1	270
LPexper.20171121.LPexper.OvercastThornwood	5	2	005
LPexper.20171121.LPexper.OvercastThornwood	5	3	350
LPexper.20171121.LPexper.OvercastThornwood	5	4	010
LPexper.20171121.LPexper.OvercastThornwood	5	5	355
LPexper.20171121.LPexper.OvercastThornwood	5	6	005
LPexper.20171121.LPexper.OvercastThornwood	5	7	355
LPexper.20171121.LPexper.OvercastThornwood	5	8	235
LPexper.20171121.LPexper.OvercastThornwood	5	9	025
LPexper.20171121.LPexper.OvercastThornwood	5	10	055
LPexper.20171121.LPexper.OvercastThornwood	6	1	200
LPexper.20171121.LPexper.OvercastThornwood	6	2	215
LPexper.20171121.LPexper.OvercastThornwood	6	3	135
LPexper.20171121.LPexper.OvercastThornwood	6	4	220
LPexper.20171121.LPexper.OvercastThornwood	6	5	260
LPexper.20171121.LPexper.OvercastThornwood	6	6	225
LPexper.20171121.LPexper.OvercastThornwood	6	7	205
LPexper.20171121.LPexper.OvercastThornwood	6	8	110
LPexper.20171121.LPexper.OvercastThornwood	6	9	030
LPexper.20171121.LPexper.OvercastThornwood	6	10	230
LPexper.20171121.LPexper.OvercastThornwood	7	1	305
LPexper.20171121.LPexper.OvercastThornwood	7	2	050
LPexper.20171121.LPexper.OvercastThornwood	7	3	110
LPexper.20171121.LPexper.OvercastThornwood	7	4	065
LPexper.20171121.LPexper.OvercastThornwood	7	5	160
LPexper.20171121.LPexper.OvercastThornwood	7	6	180
LPexper.20171121.LPexper.OvercastThornwood	7	7	110
LPexper.20171121.LPexper.OvercastThornwood	7	8	125
LPexper.20171121.LPexper.OvercastThornwood	7	9	345
LPexper.20171121.LPexper.OvercastThornwood	7	10	115
LPexper.20171121.LPexper.OvercastThornwood	8	1	190
LPexper.20171121.LPexper.OvercastThornwood	8	2	190
LPexper.20171121.LPexper.OvercastThornwood	8	3	220
LPexper.20171121.LPexper.OvercastThornwood	8	4	180
LPexper.20171121.LPexper.OvercastThornwood	8	5	220
LPexper.20171121.LPexper.OvercastThornwood	8	6	210
LPexper.20171121.LPexper.OvercastThornwood	8	7	155
LPexper.20171121.LPexper.OvercastThornwood	8	8	185
LPexper.20171121.LPexper.OvercastThornwood	8	9	180
LPexper.20171121.LPexper.OvercastThornwood	8	10	190
LPexper.20171121.LPexper.OvercastThornwood	9	1	005
LPexper.20171121.LPexper.OvercastThornwood	9	2	015
LPexper.20171121.LPexper.OvercastThornwood	9	3	005
LPexper.20171121.LPexper.OvercastThornwood	9	4	020
LPexper.20171121.LPexper.OvercastThornwood	9	5	015
LPexper.20171121.LPexper.OvercastThornwood	9	6	000
LPexper.20171121.LPexper.OvercastThornwood	9	7	020
LPexper.20171121.LPexper.OvercastThornwood	9	8	240
LPexper.20171121.LPexper.OvercastThornwood	9	9	245
LPexper.20171121.LPexper.OvercastThornwood	9	10	255
LPexper.20171121.LPexper.OvercastThornwood	10	1	235
LPexper.20171121.LPexper.OvercastThornwood	10	2	245
LPexper.20171121.LPexper.OvercastThornwood	10	3	240
LPexper.20171121.LPexper.OvercastThornwood	10	4	225
LPexper.20171121.LPexper.OvercastThornwood	10	5	225
LPexper.20171121.LPexper.OvercastThornwood	10	6	210
LPexper.20171121.LPexper.OvercastThornwood	10	7	220
LPexper.20171121.LPexper.OvercastThornwood	10	8	215
LPexper.20171121.LPexper.OvercastThornwood	10	9	215
LPexper.20171121.LPexper.OvercastThornwood	10	10	230
LPexper.20171121.LPexper.OvercastWits	1	1	265
LPexper.20171121.LPexper.OvercastWits	1	2	225
LPexper.20171121.LPexper.OvercastWits	1	3	195
LPexper.20171121.LPexper.OvercastWits	1	4	265
LPexper.20171121.LPexper.OvercastWits	1	5	300
LPexper.20171121.LPexper.OvercastWits	1	6	295
LPexper.20171121.LPexper.OvercastWits	1	7	295
LPexper.20171121.LPexper.OvercastWits	1	8	280
LPexper.20171121.LPexper.OvercastWits	1	9	280
LPexper.20171121.LPexper.OvercastWits	1	10	285
LPexper.20171121.LPexper.OvercastWits	2	1	130
LPexper.20171121.LPexper.OvercastWits	2	2	220
LPexper.20171121.LPexper.OvercastWits	2	3	245
LPexper.20171121.LPexper.OvercastWits	2	4	255
LPexper.20171121.LPexper.OvercastWits	2	5	180
LPexper.20171121.LPexper.OvercastWits	2	6	220
LPexper.20171121.LPexper.OvercastWits	2	7	190
LPexper.20171121.LPexper.OvercastWits	2	8	220
LPexper.20171121.LPexper.OvercastWits	2	9	240
LPexper.20171121.LPexper.OvercastWits	2	10	180
LPexper.20171121.LPexper.OvercastWits	3	1	330
LPexper.20171121.LPexper.OvercastWits	3	2	295
LPexper.20171121.LPexper.OvercastWits	3	3	305
LPexper.20171121.LPexper.OvercastWits	3	4	295
LPexper.20171121.LPexper.OvercastWits	3	5	045
LPexper.20171121.LPexper.OvercastWits	3	6	020
LPexper.20171121.LPexper.OvercastWits	3	7	020
LPexper.20171121.LPexper.OvercastWits	3	8	015
LPexper.20171121.LPexper.OvercastWits	3	9	030
LPexper.20171121.LPexper.OvercastWits	3	10	355
LPexper.20171121.LPexper.OvercastWits	4	1	255
LPexper.20171121.LPexper.OvercastWits	4	2	270
LPexper.20171121.LPexper.OvercastWits	4	3	250
LPexper.20171121.LPexper.OvercastWits	4	4	265
LPexper.20171121.LPexper.OvercastWits	4	5	255
LPexper.20171121.LPexper.OvercastWits	4	6	250
LPexper.20171121.LPexper.OvercastWits	4	7	265
LPexper.20171121.LPexper.OvercastWits	4	8	270
LPexper.20171121.LPexper.OvercastWits	4	9	255
LPexper.20171121.LPexper.OvercastWits	4	10	270
LPexper.20171121.LPexper.OvercastWits	5	1	035
LPexper.20171121.LPexper.OvercastWits	5	2	025
LPexper.20171121.LPexper.OvercastWits	5	3	020
LPexper.20171121.LPexper.OvercastWits	5	4	030
LPexper.20171121.LPexper.OvercastWits	5	5	020
LPexper.20171121.LPexper.OvercastWits	5	6	025
LPexper.20171121.LPexper.OvercastWits	5	7	015
LPexper.20171121.LPexper.OvercastWits	5	8	020
LPexper.20171121.LPexper.OvercastWits	5	9	025
LPexper.20171121.LPexper.OvercastWits	5	10	005
LPexper.20171121.LPexper.OvercastWits	6	1	280
LPexper.20171121.LPexper.OvercastWits	6	2	290
LPexper.20171121.LPexper.OvercastWits	6	3	285
LPexper.20171121.LPexper.OvercastWits	6	4	280
LPexper.20171121.LPexper.OvercastWits	6	5	260
LPexper.20171121.LPexper.OvercastWits	6	6	290
LPexper.20171121.LPexper.OvercastWits	6	7	285
LPexper.20171121.LPexper.OvercastWits	6	8	300
LPexper.20171121.LPexper.OvercastWits	6	9	305
LPexper.20171121.LPexper.OvercastWits	6	10	295
LPexper.20171121.LPexper.OvercastWits	7	1	310
LPexper.20171121.LPexper.OvercastWits	7	2	290
LPexper.20171121.LPexper.OvercastWits	7	3	250
LPexper.20171121.LPexper.OvercastWits	7	4	295
LPexper.20171121.LPexper.OvercastWits	7	5	285
LPexper.20171121.LPexper.OvercastWits	7	6	290
LPexper.20171121.LPexper.OvercastWits	7	7	265
LPexper.20171121.LPexper.OvercastWits	7	8	270
LPexper.20171121.LPexper.OvercastWits	7	9	265
LPexper.20171121.LPexper.OvercastWits	7	10	180
LPexper.20171121.LPexper.OvercastWits	8	1	285
LPexper.20171121.LPexper.OvercastWits	8	2	280
LPexper.20171121.LPexper.OvercastWits	8	3	285
LPexper.20171121.LPexper.OvercastWits	8	4	260
LPexper.20171121.LPexper.OvercastWits	8	5	260
LPexper.20171121.LPexper.OvercastWits	8	6	250
LPexper.20171121.LPexper.OvercastWits	8	7	260
LPexper.20171121.LPexper.OvercastWits	8	8	260
LPexper.20171121.LPexper.OvercastWits	8	9	240
LPexper.20171121.LPexper.OvercastWits	8	10	250
LPexper.20171121.LPexper.OvercastWits	9	1	150
LPexper.20171121.LPexper.OvercastWits	9	2	145
LPexper.20171121.LPexper.OvercastWits	9	3	140
LPexper.20171121.LPexper.OvercastWits	9	4	160
LPexper.20171121.LPexper.OvercastWits	9	5	155
LPexper.20171121.LPexper.OvercastWits	9	6	140
LPexper.20171121.LPexper.OvercastWits	9	7	190
LPexper.20171121.LPexper.OvercastWits	9	8	165
LPexper.20171121.LPexper.OvercastWits	9	9	175
LPexper.20171121.LPexper.OvercastWits	9	10	180
LPexper.20171121.LPexper.OvercastWits	10	1	160
LPexper.20171121.LPexper.OvercastWits	10	2	165
LPexper.20171121.LPexper.OvercastWits	10	3	165
LPexper.20171121.LPexper.OvercastWits	10	4	155
LPexper.20171121.LPexper.OvercastWits	10	5	155
LPexper.20171121.LPexper.OvercastWits	10	6	160
LPexper.20171121.LPexper.OvercastWits	10	7	155
LPexper.20171121.LPexper.OvercastWits	10	8	175
LPexper.20171121.LPexper.OvercastWits	10	9	185
LPexper.20171121.LPexper.OvercastWits	10	10	180
LPexper.20181128.LowMWayandMushrooms.Wits	1	1	020
LPexper.20181128.LowMWayandMushrooms.Wits	1	2	270
LPexper.20181128.LowMWayandMushrooms.Wits	1	3	300
LPexper.20181128.LowMWayandMushrooms.Wits	1	4	275
LPexper.20181128.LowMWayandMushrooms.Wits	1	5	240
LPexper.20181128.LowMWayandMushrooms.Wits	1	6	240
LPexper.20181128.LowMWayandMushrooms.Wits	1	7	250
LPexper.20181128.LowMWayandMushrooms.Wits	1	8	250
LPexper.20181128.LowMWayandMushrooms.Wits	1	9	240
LPexper.20181128.LowMWayandMushrooms.Wits	1	10	215
LPexper.20181128.LowMWayandMushrooms.Wits	2	1	160
LPexper.20181128.LowMWayandMushrooms.Wits	2	2	220
LPexper.20181128.LowMWayandMushrooms.Wits	2	3	155
LPexper.20181128.LowMWayandMushrooms.Wits	2	4	180
LPexper.20181128.LowMWayandMushrooms.Wits	2	5	155
LPexper.20181128.LowMWayandMushrooms.Wits	2	6	150
LPexper.20181128.LowMWayandMushrooms.Wits	2	7	260
LPexper.20181128.LowMWayandMushrooms.Wits	2	8	240
LPexper.20181128.LowMWayandMushrooms.Wits	2	9	265
LPexper.20181128.LowMWayandMushrooms.Wits	2	10	220
LPexper.20181128.LowMWayandMushrooms.Wits	3	1	350
LPexper.20181128.LowMWayandMushrooms.Wits	3	2	350
LPexper.20181128.LowMWayandMushrooms.Wits	3	3	335
LPexper.20181128.LowMWayandMushrooms.Wits	3	4	055
LPexper.20181128.LowMWayandMushrooms.Wits	3	5	030
LPexper.20181128.LowMWayandMushrooms.Wits	3	6	215
LPexper.20181128.LowMWayandMushrooms.Wits	3	7	200
LPexper.20181128.LowMWayandMushrooms.Wits	3	8	260
LPexper.20181128.LowMWayandMushrooms.Wits	3	9	195
LPexper.20181128.LowMWayandMushrooms.Wits	3	10	170
LPexper.20181128.LowMWayandMushrooms.Wits	4	1	160
LPexper.20181128.LowMWayandMushrooms.Wits	4	2	180
LPexper.20181128.LowMWayandMushrooms.Wits	4	3	180
LPexper.20181128.LowMWayandMushrooms.Wits	4	4	180
LPexper.20181128.LowMWayandMushrooms.Wits	4	5	230
LPexper.20181128.LowMWayandMushrooms.Wits	4	6	255
LPexper.20181128.LowMWayandMushrooms.Wits	4	7	255
LPexper.20181128.LowMWayandMushrooms.Wits	4	8	235
LPexper.20181128.LowMWayandMushrooms.Wits	4	9	180
LPexper.20181128.LowMWayandMushrooms.Wits	4	10	NA
LPexper.20181128.LowMWayandMushrooms.Wits	5	1	340
LPexper.20181128.LowMWayandMushrooms.Wits	5	2	340
LPexper.20181128.LowMWayandMushrooms.Wits	5	3	330
LPexper.20181128.LowMWayandMushrooms.Wits	5	4	320
LPexper.20181128.LowMWayandMushrooms.Wits	5	5	330
LPexper.20181128.LowMWayandMushrooms.Wits	5	6	315
LPexper.20181128.LowMWayandMushrooms.Wits	5	7	335
LPexper.20181128.LowMWayandMushrooms.Wits	5	8	320
LPexper.20181128.LowMWayandMushrooms.Wits	5	9	300
LPexper.20181128.LowMWayandMushrooms.Wits	5	10	335
LPexper.20181128.LowMWayandMushrooms.Wits	6	1	330
LPexper.20181128.LowMWayandMushrooms.Wits	6	2	330
LPexper.20181128.LowMWayandMushrooms.Wits	6	3	070
LPexper.20181128.LowMWayandMushrooms.Wits	6	4	070
LPexper.20181128.LowMWayandMushrooms.Wits	6	5	080
LPexper.20181128.LowMWayandMushrooms.Wits	6	6	080
LPexper.20181128.LowMWayandMushrooms.Wits	6	7	075
LPexper.20181128.LowMWayandMushrooms.Wits	6	8	070
LPexper.20181128.LowMWayandMushrooms.Wits	6	9	070
LPexper.20181128.LowMWayandMushrooms.Wits	6	10	045
LPexper.20181128.LowMWayandMushrooms.Wits	7	1	300
LPexper.20181128.LowMWayandMushrooms.Wits	7	2	300
LPexper.20181128.LowMWayandMushrooms.Wits	7	3	300
LPexper.20181128.LowMWayandMushrooms.Wits	7	4	340
LPexper.20181128.LowMWayandMushrooms.Wits	7	5	310
LPexper.20181128.LowMWayandMushrooms.Wits	7	6	345
LPexper.20181128.LowMWayandMushrooms.Wits	7	7	330
LPexper.20181128.LowMWayandMushrooms.Wits	7	8	350
