"Experiment" "Beetle" "Trial" "Heading" "ShortName" "Indirect" "Direct" "Condition"
Rural" FALSE FALSE "StarsRural"
"435" "LPexper.20181127.LowMWay.Thornwood" 44 5 70 "Stars 2
Rural" FALSE FALSE "StarsRural"
"436" "LPexper.20181127.LowMWay.Thornwood" 44 6 90 "Stars 2
Rural" FALSE FALSE "StarsRural"
"437" "LPexper.20181127.LowMWay.Thornwood" 44 7 105 "Stars 2
Rural" FALSE FALSE "StarsRural"
"438" "LPexper.20181127.LowMWay.Thornwood" 44 8 65 "Stars 2
Rural" FALSE FALSE "StarsRural"
"439" "LPexper.20181127.LowMWay.Thornwood" 44 9 55 "Stars 2
Rural" FALSE FALSE "StarsRural"
"440" "LPexper.20181127.LowMWay.Thornwood" 44 10 30 "Stars 2
Rural" FALSE FALSE "StarsRural"
"441" "LPexper.20181127.LowMWay.Thornwood" 45 1 240 "Stars 2
Rural" FALSE FALSE "StarsRural"
"442" "LPexper.20181127.LowMWay.Thornwood" 45 2 290 "Stars 2
Rural" FALSE FALSE "StarsRural"
"443" "LPexper.20181127.LowMWay.Thornwood" 45 3 310 "Stars 2
Rural" FALSE FALSE "StarsRural"
"444" "LPexper.20181127.LowMWay.Thornwood" 45 4 345 "Stars 2
Rural" FALSE FALSE "StarsRural"
"445" "LPexper.20181127.LowMWay.Thornwood" 45 5 320 "Stars 2
Rural" FALSE FALSE "StarsRural"
"446" "LPexper.20181127.LowMWay.Thornwood" 45 6 350 "Stars 2
Rural" FALSE FALSE "StarsRural"
"447" "LPexper.20181127.LowMWay.Thornwood" 45 7 275 "Stars 2
Rural" FALSE FALSE "StarsRural"
"448" "LPexper.20181127.LowMWay.Thornwood" 45 8 300 "Stars 2
Rural" FALSE FALSE "StarsRural"
"449" "LPexper.20181127.LowMWay.Thornwood" 45 9 240 "Stars 2
Rural" FALSE FALSE "StarsRural"
"450" "LPexper.20181127.LowMWay.Thornwood" 45 10 255 "Stars 2
Rural" FALSE FALSE "StarsRural"
"451" "LPexper.20181127.LowMWay.Thornwood" 46 1 345 "Stars 2
Rural" FALSE FALSE "StarsRural"
"452" "LPexper.20181127.LowMWay.Thornwood" 46 2 310 "Stars 2
Rural" FALSE FALSE "StarsRural"
"453" "LPexper.20181127.LowMWay.Thornwood" 46 3 280 "Stars 2
Rural" FALSE FALSE "StarsRural"
"454" "LPexper.20181127.LowMWay.Thornwood" 46 4 260 "Stars 2
Rural" FALSE FALSE "StarsRural"
"455" "LPexper.20181127.LowMWay.Thornwood" 46 5 250 "Stars 2
Rural" FALSE FALSE "StarsRural"
"456" "LPexper.20181127.LowMWay.Thornwood" 46 6 255 "Stars 2
Rural" FALSE FALSE "StarsRural"
"457" "LPexper.20181127.LowMWay.Thornwood" 46 7 230 "Stars 2
Rural" FALSE FALSE "StarsRural"
"458" "LPexper.20181127.LowMWay.Thornwood" 46 8 240 "Stars 2
Rural" FALSE FALSE "StarsRural"
"459" "LPexper.20181127.LowMWay.Thornwood" 46 9 255 "Stars 2
Rural" FALSE FALSE "StarsRural"
"460" "LPexper.20181127.LowMWay.Thornwood" 46 10 205 "Stars 2
Rural" FALSE FALSE "StarsRural"
"461" "LPexper.20181127.LowMWay.Thornwood" 47 1 35 "Stars 2
Rural" FALSE FALSE "StarsRural"
"462" "LPexper.20181127.LowMWay.Thornwood" 47 2 30 "Stars 2
Rural" FALSE FALSE "StarsRural"
"463" "LPexper.20181127.LowMWay.Thornwood" 47 3 50 "Stars 2
Rural" FALSE FALSE "StarsRural"
"464" "LPexper.20181127.LowMWay.Thornwood" 47 4 50 "Stars 2
Rural" FALSE FALSE "StarsRural"
"465" "LPexper.20181127.LowMWay.Thornwood" 47 5 40 "Stars 2
Rural" FALSE FALSE "StarsRural"
"466" "LPexper.20181127.LowMWay.Thornwood" 47 6 60 "Stars 2
Rural" FALSE FALSE "StarsRural"
"467" "LPexper.20181127.LowMWay.Thornwood" 47 7 45 "Stars 2
Rural" FALSE FALSE "StarsRural"
"468" "LPexper.20181127.LowMWay.Thornwood" 47 8 50 "Stars 2
Rural" FALSE FALSE "StarsRural"
"469" "LPexper.20181127.LowMWay.Thornwood" 47 9 45 "Stars 2
Rural" FALSE FALSE "StarsRural"
"470" "LPexper.20181127.LowMWay.Thornwood" 47 10 35 "Stars 2
Rural" FALSE FALSE "StarsRural"
"471" "LPexper.20181127.LowMWay.Thornwood" 48 1 355 "Stars 2
Rural" FALSE FALSE "StarsRural"
"472" "LPexper.20181127.LowMWay.Thornwood" 48 2 340 "Stars 2
Rural" FALSE FALSE "StarsRural"
"473" "LPexper.20181127.LowMWay.Thornwood" 48 3 125 "Stars 2
Rural" FALSE FALSE "StarsRural"
"474" "LPexper.20181127.LowMWay.Thornwood" 48 4 130 "Stars 2
Rural" FALSE FALSE "StarsRural"
"475" "LPexper.20181127.LowMWay.Thornwood" 48 5 10 "Stars 2
Rural" FALSE FALSE "StarsRural"
"476" "LPexper.20181127.LowMWay.Thornwood" 48 6 330 "Stars 2
Rural" FALSE FALSE "StarsRural"
"477" "LPexper.20181127.LowMWay.Thornwood" 48 7 335 "Stars 2
Rural" FALSE FALSE "StarsRural"
"478" "LPexper.20181127.LowMWay.Thornwood" 48 8 330 "Stars 2
Rural" FALSE FALSE "StarsRural"
"479" "LPexper.20181127.LowMWay.Thornwood" 48 9 NA "Stars 2
Rural" FALSE FALSE "StarsRural"
"480" "LPexper.20181127.LowMWay.Thornwood" 48 10 NA "Stars 2
Rural" FALSE FALSE "StarsRural"
"481" "LPexper.20181127.LowMWay.Thornwood" 49 1 115 "Stars 2
Rural" FALSE FALSE "StarsRural"
"482" "LPexper.20181127.LowMWay.Thornwood" 49 2 55 "Stars 2
Rural" FALSE FALSE "StarsRural"
"483" "LPexper.20181127.LowMWay.Thornwood" 49 3 50 "Stars 2
Rural" FALSE FALSE "StarsRural"
"484" "LPexper.20181127.LowMWay.Thornwood" 49 4 40 "Stars 2
Rural" FALSE FALSE "StarsRural"
"485" "LPexper.20181127.LowMWay.Thornwood" 49 5 45 "Stars 2
Rural" FALSE FALSE "StarsRural"
"486" "LPexper.20181127.LowMWay.Thornwood" 49 6 30 "Stars 2
Rural" FALSE FALSE "StarsRural"
"487" "LPexper.20181127.LowMWay.Thornwood" 49 7 40 "Stars 2
Rural" FALSE FALSE "StarsRural"
"488" "LPexper.20181127.LowMWay.Thornwood" 49 8 55 "Stars 2
Rural" FALSE FALSE "StarsRural"
"489" "LPexper.20181127.LowMWay.Thornwood" 49 9 40 "Stars 2
Rural" FALSE FALSE "StarsRural"
"490" "LPexper.20181127.LowMWay.Thornwood" 49 10 55 "Stars 2
Rural" FALSE FALSE "StarsRural"
"491" "LPexper.20181127.LowMWay.Thornwood" 50 1 85 "Stars 2
Rural" FALSE FALSE "StarsRural"
"492" "LPexper.20181127.LowMWay.Thornwood" 50 2 55 "Stars 2
Rural" FALSE FALSE "StarsRural"
"493" "LPexper.20181127.LowMWay.Thornwood" 50 3 50 "Stars 2
Rural" FALSE FALSE "StarsRural"
"494" "LPexper.20181127.LowMWay.Thornwood" 50 4 40 "Stars 2
Rural" FALSE FALSE "StarsRural"
"495" "LPexper.20181127.LowMWay.Thornwood" 50 5 60 "Stars 2
Rural" FALSE FALSE "StarsRural"
"496" "LPexper.20181127.LowMWay.Thornwood" 50 6 20 "Stars 2
Rural" FALSE FALSE "StarsRural"
"497" "LPexper.20181127.LowMWay.Thornwood" 50 7 70 "Stars 2
Rural" FALSE FALSE "StarsRural"
"498" "LPexper.20181127.LowMWay.Thornwood" 50 8 100 "Stars 2
Rural" FALSE FALSE "StarsRural"
"499" "LPexper.20181127.LowMWay.Thornwood" 50 9 150 "Stars 2
Rural" FALSE FALSE "StarsRural"
"500" "LPexper.20181127.LowMWay.Thornwood" 50 10 140 "Stars 2
Rural" FALSE FALSE "StarsRural"
"501" "LPexper.20181128.LowMWay.Wits" 51 1 215 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"502" "LPexper.20181128.LowMWay.Wits" 51 2 210 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"503" "LPexper.20181128.LowMWay.Wits" 51 3 190 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"504" "LPexper.20181128.LowMWay.Wits" 51 4 160 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"505" "LPexper.20181128.LowMWay.Wits" 51 5 145 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"506" "LPexper.20181128.LowMWay.Wits" 51 6 145 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"507" "LPexper.20181128.LowMWay.Wits" 51 7 155 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"508" "LPexper.20181128.LowMWay.Wits" 51 8 155 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"509" "LPexper.20181128.LowMWay.Wits" 51 9 145 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"510" "LPexper.20181128.LowMWay.Wits" 51 10 165 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"511" "LPexper.20181128.LowMWay.Wits" 52 1 210 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"512" "LPexper.20181128.LowMWay.Wits" 52 2 205 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"513" "LPexper.20181128.LowMWay.Wits" 52 3 195 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"514" "LPexper.20181128.LowMWay.Wits" 52 4 225 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"515" "LPexper.20181128.LowMWay.Wits" 52 5 210 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"516" "LPexper.20181128.LowMWay.Wits" 52 6 190 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"517" "LPexper.20181128.LowMWay.Wits" 52 7 250 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"518" "LPexper.20181128.LowMWay.Wits" 52 8 260 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"519" "LPexper.20181128.LowMWay.Wits" 52 9 250 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"520" "LPexper.20181128.LowMWay.Wits" 52 10 250 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"521" "LPexper.20181128.LowMWay.Wits" 53 1 320 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"522" "LPexper.20181128.LowMWay.Wits" 53 2 330 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"523" "LPexper.20181128.LowMWay.Wits" 53 3 345 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"524" "LPexper.20181128.LowMWay.Wits" 53 4 340 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"525" "LPexper.20181128.LowMWay.Wits" 53 5 0 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"526" "LPexper.20181128.LowMWay.Wits" 53 6 320 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"527" "LPexper.20181128.LowMWay.Wits" 53 7 330 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"528" "LPexper.20181128.LowMWay.Wits" 53 8 320 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"529" "LPexper.20181128.LowMWay.Wits" 53 9 310 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"530" "LPexper.20181128.LowMWay.Wits" 53 10 330 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"531" "LPexper.20181128.LowMWay.Wits" 54 1 260 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"532" "LPexper.20181128.LowMWay.Wits" 54 2 270 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"533" "LPexper.20181128.LowMWay.Wits" 54 3 260 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"534" "LPexper.20181128.LowMWay.Wits" 54 4 270 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"535" "LPexper.20181128.LowMWay.Wits" 54 5 225 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"536" "LPexper.20181128.LowMWay.Wits" 54 6 190 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"537" "LPexper.20181128.LowMWay.Wits" 54 7 200 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"538" "LPexper.20181128.LowMWay.Wits" 54 8 200 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"539" "LPexper.20181128.LowMWay.Wits" 54 9 190 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"540" "LPexper.20181128.LowMWay.Wits" 54 10 NA "Stars 2
Urban" TRUE TRUE "StarsUrban"
"541" "LPexper.20181128.LowMWay.Wits" 55 1 280 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"542" "LPexper.20181128.LowMWay.Wits" 55 2 275 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"543" "LPexper.20181128.LowMWay.Wits" 55 3 275 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"544" "LPexper.20181128.LowMWay.Wits" 55 4 280 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"545" "LPexper.20181128.LowMWay.Wits" 55 5 290 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"546" "LPexper.20181128.LowMWay.Wits" 55 6 300 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"547" "LPexper.20181128.LowMWay.Wits" 55 7 330 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"548" "LPexper.20181128.LowMWay.Wits" 55 8 305 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"549" "LPexper.20181128.LowMWay.Wits" 55 9 330 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"550" "LPexper.20181128.LowMWay.Wits" 55 10 NA "Stars 2
Urban" TRUE TRUE "StarsUrban"
"551" "LPexper.20181128.LowMWay.Wits" 56 1 40 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"552" "LPexper.20181128.LowMWay.Wits" 56 2 40 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"553" "LPexper.20181128.LowMWay.Wits" 56 3 40 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"554" "LPexper.20181128.LowMWay.Wits" 56 4 30 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"555" "LPexper.20181128.LowMWay.Wits" 56 5 265 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"556" "LPexper.20181128.LowMWay.Wits" 56 6 260 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"557" "LPexper.20181128.LowMWay.Wits" 56 7 270 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"558" "LPexper.20181128.LowMWay.Wits" 56 8 25 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"559" "LPexper.20181128.LowMWay.Wits" 56 9 280 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"560" "LPexper.20181128.LowMWay.Wits" 56 10 0 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"561" "LPexper.20181128.LowMWay.Wits" 57 1 150 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"562" "LPexper.20181128.LowMWay.Wits" 57 2 140 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"563" "LPexper.20181128.LowMWay.Wits" 57 3 160 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"564" "LPexper.20181128.LowMWay.Wits" 57 4 165 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"565" "LPexper.20181128.LowMWay.Wits" 57 5 155 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"566" "LPexper.20181128.LowMWay.Wits" 57 6 155 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"567" "LPexper.20181128.LowMWay.Wits" 57 7 150 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"568" "LPexper.20181128.LowMWay.Wits" 57 8 155 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"569" "LPexper.20181128.LowMWay.Wits" 57 9 155 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"570" "LPexper.20181128.LowMWay.Wits" 57 10 180 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"571" "LPexper.20181128.LowMWay.Wits" 58 1 180 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"572" "LPexper.20181128.LowMWay.Wits" 58 2 160 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"573" "LPexper.20181128.LowMWay.Wits" 58 3 150 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"574" "LPexper.20181128.LowMWay.Wits" 58 4 155 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"575" "LPexper.20181128.LowMWay.Wits" 58 5 150 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"576" "LPexper.20181128.LowMWay.Wits" 58 6 110 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"577" "LPexper.20181128.LowMWay.Wits" 58 7 120 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"578" "LPexper.20181128.LowMWay.Wits" 58 8 140 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"579" "LPexper.20181128.LowMWay.Wits" 58 9 140 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"580" "LPexper.20181128.LowMWay.Wits" 58 10 145 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"581" "LPexper.20181128.LowMWay.Wits" 59 1 120 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"582" "LPexper.20181128.LowMWay.Wits" 59 2 130 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"583" "LPexper.20181128.LowMWay.Wits" 59 3 140 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"584" "LPexper.20181128.LowMWay.Wits" 59 4 145 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"585" "LPexper.20181128.LowMWay.Wits" 59 5 130 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"586" "LPexper.20181128.LowMWay.Wits" 59 6 120 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"587" "LPexper.20181128.LowMWay.Wits" 59 7 140 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"588" "LPexper.20181128.LowMWay.Wits" 59 8 160 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"589" "LPexper.20181128.LowMWay.Wits" 59 9 150 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"590" "LPexper.20181128.LowMWay.Wits" 59 10 180 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"591" "LPexper.20181128.LowMWay.Wits" 60 1 225 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"592" "LPexper.20181128.LowMWay.Wits" 60 2 240 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"593" "LPexper.20181128.LowMWay.Wits" 60 3 270 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"594" "LPexper.20181128.LowMWay.Wits" 60 4 265 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"595" "LPexper.20181128.LowMWay.Wits" 60 5 275 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"596" "LPexper.20181128.LowMWay.Wits" 60 6 250 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"597" "LPexper.20181128.LowMWay.Wits" 60 7 280 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"598" "LPexper.20181128.LowMWay.Wits" 60 8 260 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"599" "LPexper.20181128.LowMWay.Wits" 60 9 260 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"600" "LPexper.20181128.LowMWay.Wits" 60 10 240 "Stars 2
Urban" TRUE TRUE "StarsUrban"
"701" "LPexper.20171121.LPexper.OvercastThornwood" 71 1 315 "Overcast
Rural" FALSE FALSE "OvercastRural"
"702" "LPexper.20171121.LPexper.OvercastThornwood" 71 2 225 "Overcast
Rural" FALSE FALSE "OvercastRural"
"703" "LPexper.20171121.LPexper.OvercastThornwood" 71 3 210 "Overcast
Rural" FALSE FALSE "OvercastRural"
"704" "LPexper.20171121.LPexper.OvercastThornwood" 71 4 130 "Overcast
Rural" FALSE FALSE "OvercastRural"
"705" "LPexper.20171121.LPexper.OvercastThornwood" 71 5 110 "Overcast
Rural" FALSE FALSE "OvercastRural"
"706" "LPexper.20171121.LPexper.OvercastThornwood" 71 6 55 "Overcast
Rural" FALSE FALSE "OvercastRural"
"707" "LPexper.20171121.LPexper.OvercastThornwood" 71 7 220 "Overcast
Rural" FALSE FALSE "OvercastRural"
"708" "LPexper.20171121.LPexper.OvercastThornwood" 71 8 205 "Overcast
Rural" FALSE FALSE "OvercastRural"
"709" "LPexper.20171121.LPexper.OvercastThornwood" 71 9 195 "Overcast
Rural" FALSE FALSE "OvercastRural"
"710" "LPexper.20171121.LPexper.OvercastThornwood" 71 10 145 "Overcast
Rural" FALSE FALSE "OvercastRural"
"711" "LPexper.20171121.LPexper.OvercastThornwood" 72 1 65 "Overcast
Rural" FALSE FALSE "OvercastRural"
"712" "LPexper.20171121.LPexper.OvercastThornwood" 72 2 200 "Overcast
Rural" FALSE FALSE "OvercastRural"
"713" "LPexper.20171121.LPexper.OvercastThornwood" 72 3 135 "Overcast
Rural" FALSE FALSE "OvercastRural"
"714" "LPexper.20171121.LPexper.OvercastThornwood" 72 4 225 "Overcast
Rural" FALSE FALSE "OvercastRural"
"715" "LPexper.20171121.LPexper.OvercastThornwood" 72 5 225 "Overcast
Rural" FALSE FALSE "OvercastRural"
"716" "LPexper.20171121.LPexper.OvercastThornwood" 72 6 320 "Overcast
Rural" FALSE FALSE "OvercastRural"
"717" "LPexper.20171121.LPexper.OvercastThornwood" 72 7 235 "Overcast
Rural" FALSE FALSE "OvercastRural"
"718" "LPexper.20171121.LPexper.OvercastThornwood" 72 8 205 "Overcast
Rural" FALSE FALSE "OvercastRural"
"719" "LPexper.20171121.LPexper.OvercastThornwood" 72 9 215 "Overcast
Rural" FALSE FALSE "OvercastRural"
"720" "LPexper.20171121.LPexper.OvercastThornwood" 72 10 240 "Overcast
Rural" FALSE FALSE "OvercastRural"
"721" "LPexper.20171121.LPexper.OvercastThornwood" 73 1 135 "Overcast
Rural" FALSE FALSE "OvercastRural"
"722" "LPexper.20171121.LPexper.OvercastThornwood" 73 2 135 "Overcast
Rural" FALSE FALSE "OvercastRural"
"723" "LPexper.20171121.LPexper.OvercastThornwood" 73 3 135 "Overcast
Rural" FALSE FALSE "OvercastRural"
"724" "LPexper.20171121.LPexper.OvercastThornwood" 73 4 45 "Overcast
Rural" FALSE FALSE "OvercastRural"
"725" "LPexper.20171121.LPexper.OvercastThornwood" 73 5 130 "Overcast
Rural" FALSE FALSE "OvercastRural"
"726" "LPexper.20171121.LPexper.OvercastThornwood" 73 6 140 "Overcast
Rural" FALSE FALSE "OvercastRural"
"727" "LPexper.20171121.LPexper.OvercastThornwood" 73 7 35 "Overcast
Rural" FALSE FALSE "OvercastRural"
"728" "LPexper.20171121.LPexper.OvercastThornwood" 73 8 30 "Overcast
Rural" FALSE FALSE "OvercastRural"
"729" "LPexper.20171121.LPexper.OvercastThornwood" 73 9 115 "Overcast
Rural" FALSE FALSE "OvercastRural"
"730" "LPexper.20171121.LPexper.OvercastThornwood" 73 10 110 "Overcast
Rural" FALSE FALSE "OvercastRural"
"731" "LPexper.20171121.LPexper.OvercastThornwood" 74 1 330 "Overcast
Rural" FALSE FALSE "OvercastRural"
"732" "LPexper.20171121.LPexper.OvercastThornwood" 74 2 25 "Overcast
Rural" FALSE FALSE "OvercastRural"
"733" "LPexper.20171121.LPexper.OvercastThornwood" 74 3 235 "Overcast
Rural" FALSE FALSE "OvercastRural"
"734" "LPexper.20171121.LPexper.OvercastThornwood" 74 4 350 "Overcast
Rural" FALSE FALSE "OvercastRural"
"735" "LPexper.20171121.LPexper.OvercastThornwood" 74 5 310 "Overcast
Rural" FALSE FALSE "OvercastRural"
"736" "LPexper.20171121.LPexper.OvercastThornwood" 74 6 30 "Overcast
Rural" FALSE FALSE "OvercastRural"
"737" "LPexper.20171121.LPexper.OvercastThornwood" 74 7 350 "Overcast
Rural" FALSE FALSE "OvercastRural"
"738" "LPexper.20171121.LPexper.OvercastThornwood" 74 8 50 "Overcast
Rural" FALSE FALSE "OvercastRural"
"739" "LPexper.20171121.LPexper.OvercastThornwood" 74 9 35 "Overcast
Rural" FALSE FALSE "OvercastRural"
"740" "LPexper.20171121.LPexper.OvercastThornwood" 74 10 130 "Overcast
Rural" FALSE FALSE "OvercastRural"
"741" "LPexper.20171121.LPexper.OvercastThornwood" 75 1 270 "Overcast
Rural" FALSE FALSE "OvercastRural"
"742" "LPexper.20171121.LPexper.OvercastThornwood" 75 2 5 "Overcast
Rural" FALSE FALSE "OvercastRural"
"743" "LPexper.20171121.LPexper.OvercastThornwood" 75 3 350 "Overcast
Rural" FALSE FALSE "OvercastRural"
"744" "LPexper.20171121.LPexper.OvercastThornwood" 75 4 10 "Overcast
Rural" FALSE FALSE "OvercastRural"
"745" "LPexper.20171121.LPexper.OvercastThornwood" 75 5 355 "Overcast
Rural" FALSE FALSE "OvercastRural"
"746" "LPexper.20171121.LPexper.OvercastThornwood" 75 6 5 "Overcast
Rural" FALSE FALSE "OvercastRural"
"747" "LPexper.20171121.LPexper.OvercastThornwood" 75 7 355 "Overcast
Rural" FALSE FALSE "OvercastRural"
"748" "LPexper.20171121.LPexper.OvercastThornwood" 75 8 235 "Overcast
Rural" FALSE FALSE "OvercastRural"
"749" "LPexper.20171121.LPexper.OvercastThornwood" 75 9 25 "Overcast
Rural" FALSE FALSE "OvercastRural"
"750" "LPexper.20171121.LPexper.OvercastThornwood" 75 10 55 "Overcast
Rural" FALSE FALSE "OvercastRural"
"751" "LPexper.20171121.LPexper.OvercastThornwood" 76 1 200 "Overcast
Rural" FALSE FALSE "OvercastRural"
"752" "LPexper.20171121.LPexper.OvercastThornwood" 76 2 215 "Overcast
Rural" FALSE FALSE "OvercastRural"
"753" "LPexper.20171121.LPexper.OvercastThornwood" 76 3 135 "Overcast
Rural" FALSE FALSE "OvercastRural"
"754" "LPexper.20171121.LPexper.OvercastThornwood" 76 4 220 "Overcast
Rural" FALSE FALSE "OvercastRural"
"755" "LPexper.20171121.LPexper.OvercastThornwood" 76 5 260 "Overcast
Rural" FALSE FALSE "OvercastRural"
"756" "LPexper.20171121.LPexper.OvercastThornwood" 76 6 225 "Overcast
Rural" FALSE FALSE "OvercastRural"
"757" "LPexper.20171121.LPexper.OvercastThornwood" 76 7 205 "Overcast
Rural" FALSE FALSE "OvercastRural"
"758" "LPexper.20171121.LPexper.OvercastThornwood" 76 8 110 "Overcast
Rural" FALSE FALSE "OvercastRural"
"759" "LPexper.20171121.LPexper.OvercastThornwood" 76 9 30 "Overcast
Rural" FALSE FALSE "OvercastRural"
"760" "LPexper.20171121.LPexper.OvercastThornwood" 76 10 230 "Overcast
Rural" FALSE FALSE "OvercastRural"
"761" "LPexper.20171121.LPexper.OvercastThornwood" 77 1 305 "Overcast
Rural" FALSE FALSE "OvercastRural"
"762" "LPexper.20171121.LPexper.OvercastThornwood" 77 2 50 "Overcast
Rural" FALSE FALSE "OvercastRural"
"763" "LPexper.20171121.LPexper.OvercastThornwood" 77 3 110 "Overcast
Rural" FALSE FALSE "OvercastRural"
"764" "LPexper.20171121.LPexper.OvercastThornwood" 77 4 65 "Overcast
Rural" FALSE FALSE "OvercastRural"
"765" "LPexper.20171121.LPexper.OvercastThornwood" 77 5 160 "Overcast
Rural" FALSE FALSE "OvercastRural"
"766" "LPexper.20171121.LPexper.OvercastThornwood" 77 6 180 "Overcast
Rural" FALSE FALSE "OvercastRural"
"767" "LPexper.20171121.LPexper.OvercastThornwood" 77 7 110 "Overcast
Rural" FALSE FALSE "OvercastRural"
"768" "LPexper.20171121.LPexper.OvercastThornwood" 77 8 125 "Overcast
Rural" FALSE FALSE "OvercastRural"
"769" "LPexper.20171121.LPexper.OvercastThornwood" 77 9 345 "Overcast
Rural" FALSE FALSE "OvercastRural"
